Unnamed: 0,fiscal_year,work_location_borough,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2855,2023,BRONX,55463.0,per Annum,560.0,15592.27,0.0,0.0,3008.25
2856,2023,MANHATTAN,142273.0,per Annum,1820.0,141883.3,0.0,0.0,0.0
2857,2023,BROOKLYN,65921.0,per Annum,1820.0,65990.93,319.75,16646.28,11492.96
2858,2023,MANHATTAN,142273.0,per Annum,1134.0,88404.1,0.0,0.0,150.0
2859,2023,QUEENS,49597.0,per Annum,1820.0,49658.38,0.0,0.0,8555.86
2860,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,234.0,12621.28,11897.31
2861,2023,BROOKLYN,62137.0,per Annum,0.0,991.84,0.0,174.0,13208.13
2862,2023,BRONX,55463.0,per Annum,1050.0,29484.04,51.75,1933.11,3055.39
2863,2023,BRONX,66022.0,per Annum,1365.0,51628.8,69.75,2857.92,20932.1
2864,2023,BROOKLYN,61115.0,per Annum,1820.0,60947.64,15.0,537.5,4396.07
2865,2023,MANHATTAN,64232.0,per Annum,1820.0,62424.11,87.0,3439.25,4114.01
2866,2023,MANHATTAN,73500.0,per Annum,1820.0,70750.74,949.25,51096.22,4116.88
2867,2023,BRONX,73641.0,per Annum,1820.0,71152.42,71.0,4131.97,14861.92
2868,2023,BROOKLYN,101113.0,per Annum,1820.0,101234.7,35.25,2098.55,25252.73
2869,2023,BROOKLYN,160392.0,per Annum,1820.0,143503.12,0.0,0.0,0.0
2870,2023,BRONX,55463.0,per Annum,945.0,27888.99,124.5,4480.95,3011.78
2871,2023,BROOKLYN,54531.0,per Annum,1050.0,31374.0,0.0,0.0,0.0
2872,2023,MANHATTAN,46693.0,per Annum,1820.0,46747.51,265.75,8809.11,7868.5
2873,2023,MANHATTAN,60101.0,per Annum,1820.0,59912.57,471.75,21280.07,3242.36
2874,2023,MANHATTAN,81203.0,per Annum,1820.0,80980.64,0.0,0.0,4683.12
2875,2023,QUEENS,56779.0,per Annum,0.0,972.12,0.0,115.96,0.0
2876,2023,MANHATTAN,74246.0,per Annum,0.0,1691.03,0.0,563.71,90.93
2877,2023,MANHATTAN,118307.0,per Annum,1820.0,115386.57,49.75,3625.16,9334.75
2878,2023,MANHATTAN,46693.0,per Annum,1820.0,46732.77,1786.25,65435.45,5769.47
2879,2023,MANHATTAN,70907.0,per Annum,1820.0,70990.52,65.25,2796.2,3101.91
2880,2023,BROOKLYN,48545.0,per Annum,0.0,-1352.65,9.25,298.39,119.39
2881,2023,BROOKLYN,68813.0,per Annum,0.0,1000.1,0.0,0.0,0.0
2882,2023,QUEENS,47132.0,per Annum,0.0,2040.32,0.0,0.0,-1811.39
2883,2023,BRONX,65921.0,per Annum,1820.0,65998.3,200.75,9626.81,6655.15
2884,2023,MANHATTAN,66022.0,per Annum,1820.0,66103.17,754.0,39828.48,32630.61
2885,2023,BROOKLYN,53890.0,per Annum,1820.0,54063.86,765.25,30899.1,12813.41
2886,2023,MANHATTAN,65921.0,per Annum,1820.0,65991.36,185.75,8122.13,9532.5
2887,2023,MANHATTAN,201450.0,per Annum,0.0,0.0,0.0,0.0,11412.87
2888,2023,BRONX,52128.0,per Annum,1820.0,52189.19,0.0,27.21,4865.03
2889,2023,MANHATTAN,61085.0,per Annum,1820.0,60917.73,793.0,38680.04,7942.07
2890,2023,BRONX,61114.0,per Annum,1820.0,57988.38,678.5,30918.53,6249.32
2891,2023,MANHATTAN,51830.0,per Annum,0.0,0.0,0.0,0.0,1954.72
2892,2023,QUEENS,60236.0,per Annum,1470.0,44806.75,114.0,4333.7,3171.44
2893,2023,BRONX,65921.0,per Annum,1820.0,65998.3,329.25,14844.13,14227.82
2894,2023,MANHATTAN,89360.0,per Annum,1820.0,92351.38,0.0,0.0,1497.94
2895,2023,BROOKLYN,65921.0,per Annum,1820.0,65261.86,43.0,1637.04,6731.07
2896,2023,MANHATTAN,51830.0,per Annum,0.0,0.0,0.0,0.0,3098.04
2897,2023,BROOKLYN,53890.0,per Annum,1595.0,42413.59,552.75,20094.55,13874.71
2898,2023,QUEENS,61589.0,per Annum,1820.0,61661.02,278.75,11632.14,7381.58
2899,2023,QUEENS,55463.0,per Annum,140.0,4232.57,0.0,0.0,0.0
2900,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,271.5,13222.13,12883.66
2901,2023,MANHATTAN,53848.0,per Annum,301.0,8468.08,2.0,58.95,3000.0
2902,2023,MANHATTAN,111388.0,per Annum,1820.0,107693.04,0.0,0.0,10918.91
2903,2023,MANHATTAN,60236.0,per Annum,1820.0,59765.61,156.5,6292.59,5495.01
2904,2023,BRONX,60575.0,per Annum,1820.0,60648.45,30.0,989.39,4486.0
2905,2023,MANHATTAN,51830.0,per Annum,0.0,0.0,0.0,0.0,3171.81
2906,2023,QUEENS,65921.0,per Annum,1680.0,56284.21,123.0,6862.47,7175.9
2907,2023,BRONX,71434.0,per Annum,1820.0,71520.26,0.0,0.0,8062.08
2908,2023,BRONX,56779.0,per Annum,0.0,978.07,0.0,32.11,0.12
2909,2023,BRONX,57779.0,per Annum,259.5,10208.45,5.75,537.26,396.96
2910,2023,MANHATTAN,60327.0,per Annum,0.0,0.0,0.0,0.0,479.46
2911,2023,BROOKLYN,65921.0,per Annum,1820.0,66139.22,1021.75,53185.89,13486.18
2912,2023,BRONX,65921.0,per Annum,420.0,16780.7,72.5,3563.76,11896.37
2913,2023,BRONX,64447.0,per Annum,1820.0,65061.59,482.75,23609.02,17247.82
2914,2023,BROOKLYN,62137.0,per Annum,0.0,1012.65,0.0,115.14,3.4
2915,2023,MANHATTAN,54463.0,per Annum,0.0,1411.05,0.0,7.5,42.69
2916,2023,MANHATTAN,70402.0,per Annum,1820.0,69343.54,5.5,764.28,6574.25
2917,2023,MANHATTAN,75501.0,per Annum,1820.0,75294.17,0.0,0.0,935.35
2918,2023,MANHATTAN,55814.0,per Annum,0.0,0.0,0.0,0.0,7929.52
2919,2023,MANHATTAN,60327.0,per Annum,0.0,0.0,0.0,0.0,4204.49
2920,2023,QUEENS,65921.0,per Annum,1820.0,65928.87,259.5,13996.8,13323.72
2921,2023,BROOKLYN,67983.0,per Annum,1820.0,68061.89,0.0,0.0,3000.0
2922,2023,MANHATTAN,113253.0,per Annum,1820.0,95537.46,266.5,15579.98,8029.09
2923,2023,BRONX,101054.0,per Annum,1820.0,101174.56,127.5,7867.73,25242.89
2924,2023,MANHATTAN,48545.0,per Annum,36.25,964.15,0.0,0.0,0.0
2925,2023,BRONX,57779.0,per Annum,1670.0,54497.16,8.5,299.48,3903.37
2926,2023,BRONX,76789.0,per Annum,1820.0,79625.4,344.5,19324.11,8976.65
2927,2023,BROOKLYN,65921.0,per Annum,1820.0,65526.93,103.0,4396.34,4555.39
2928,2023,BROOKLYN,64232.0,per Annum,1820.0,61071.52,50.75,2207.43,3893.38
2929,2023,BROOKLYN,48545.0,per Annum,0.0,-1437.49,0.0,14.57,1692.44
2930,2023,MANHATTAN,139500.0,per Annum,833.0,63673.07,0.0,0.0,0.0
2931,2023,MANHATTAN,102226.0,per Annum,1820.0,101945.99,0.0,0.0,0.0
2932,2023,MANHATTAN,100000.0,per Annum,735.0,40274.01,0.0,0.0,0.0
2933,2023,BRONX,65921.0,per Annum,1820.0,65612.91,0.0,4.52,7208.19
2934,2023,BRONX,34834.0,per Annum,0.0,0.0,0.0,37.7,280.88
2935,2023,BRONX,62137.0,per Annum,0.0,401.7,0.0,28.72,0.0
2936,2023,MANHATTAN,53848.0,per Annum,672.0,21170.96,2.0,158.6,2859.41
2937,2023,MANHATTAN,52336.0,per Annum,1820.0,52120.25,0.0,0.0,8025.43
2938,2023,MANHATTAN,65921.0,per Annum,1820.0,65976.32,174.0,8097.38,4625.19
2939,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,24.5,1499.34,12076.3
2940,2023,MANHATTAN,71028.0,per Annum,1820.0,71070.46,0.0,0.0,3040.44
2941,2023,MANHATTAN,72513.0,per Annum,1820.0,71787.62,0.0,8.17,11992.8
2942,2023,BRONX,94199.0,per Annum,1820.0,94312.13,0.0,0.0,8029.08
2943,2023,BROOKLYN,54463.0,per Annum,0.0,1448.34,0.0,596.82,128.99
2944,2023,BRONX,55853.0,per Annum,2080.0,53557.74,1003.75,40463.2,12970.82
2945,2023,QUEENS,54531.0,per Annum,0.0,0.0,0.0,0.0,3636.83
2946,2023,MANHATTAN,43804.0,per Annum,1820.0,42276.1,350.25,10939.22,4765.01
2947,2023,BROOKLYN,60236.0,per Annum,1820.0,58025.87,254.25,9972.33,3254.65
2948,2023,MANHATTAN,50207.0,per Annum,2160.0,51995.25,611.0,22224.07,2047.0
2949,2023,BRONX,50001.0,per Annum,455.0,12620.18,45.75,1748.28,3204.73
2950,2023,BRONX,97721.0,per Annum,1820.0,97835.49,64.75,3548.53,3702.3
2951,2023,MANHATTAN,109977.0,per Annum,1820.0,98396.29,598.0,49485.15,17607.02
2952,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,0.0,0.0,14550.43
2953,2023,MANHATTAN,120746.0,per Annum,1820.0,117967.08,0.0,0.0,3239.25
2954,2023,BROOKLYN,80339.0,per Annum,0.0,0.0,0.0,0.0,6970.6
2955,2023,BROOKLYN,91768.0,per Annum,1820.0,91874.56,16.25,792.45,3039.66
2956,2023,BRONX,60236.0,per Annum,1750.0,55710.37,276.25,11627.44,5156.4
2957,2023,MANHATTAN,115927.0,per Annum,1820.0,115609.52,0.0,0.0,0.0
2958,2023,BROOKLYN,53890.0,per Annum,1491.0,43766.27,578.5,22775.8,11779.13
2959,2023,BRONX,47132.0,per Annum,0.0,717.51,0.0,109.73,3.46
2960,2023,BRONX,62137.0,per Annum,0.0,401.7,0.0,37.9,0.15
2961,2023,BRONX,44009.0,per Annum,59.25,1428.68,0.0,0.0,0.0
2962,2023,BRONX,58482.0,per Annum,630.0,21521.76,35.0,1241.31,5023.8
2963,2023,MANHATTAN,58482.0,per Annum,1120.0,33629.33,189.75,7478.12,31.15
2964,2023,MANHATTAN,60236.0,per Annum,1470.0,44821.49,139.25,5099.08,3116.47
2965,2023,BROOKLYN,47132.0,per Annum,0.0,455.14,0.0,22.57,10.32
2966,2023,MANHATTAN,65921.0,per Annum,1820.0,63815.29,187.5,8780.88,9819.07
2967,2023,BRONX,58482.0,per Annum,665.0,20991.52,64.5,2147.3,361.86
2968,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,557.25,28426.6,20340.9
2969,2023,BRONX,52320.0,per Annum,1050.0,31225.58,441.0,15963.39,11343.9
2970,2023,MANHATTAN,65386.0,per Annum,1592.75,57441.76,0.0,0.0,7402.76
2971,2023,RICHMOND,102226.0,per Annum,1820.0,101945.99,0.0,0.0,368.81
2972,2023,MANHATTAN,66475.0,per Annum,0.0,949.46,0.0,22.78,0.27
2973,2023,BRONX,116237.0,per Annum,1820.0,108252.58,812.0,66354.12,4171.33
2974,2023,BRONX,60236.0,per Annum,1470.0,44637.09,277.5,11006.41,3114.31
2975,2023,BRONX,65921.0,per Annum,1820.0,65998.3,27.75,1148.17,9109.87
2976,2023,MANHATTAN,112600.0,per Annum,1820.0,112291.41,0.0,0.0,3227.03
2977,2023,MANHATTAN,61135.0,per Annum,1820.0,61209.17,0.0,0.0,8029.08
2978,2023,MANHATTAN,91768.0,per Annum,1463.0,74445.99,0.0,0.0,3066.0
2979,2023,BROOKLYN,54463.0,per Annum,0.0,254.06,0.0,0.0,1591.19
2980,2023,QUEENS,65945.0,per Annum,1820.0,65999.81,146.25,8700.76,11300.92
2981,2023,MANHATTAN,60745.0,per Annum,1820.0,59672.68,0.0,21.96,9129.96
2982,2023,MANHATTAN,73003.0,per Annum,2080.0,73088.13,36.0,1840.25,3057.75
2983,2023,MANHATTAN,105114.0,per Annum,2080.0,93476.24,0.0,0.0,7499.9
2984,2023,BRONX,57426.0,per Annum,0.0,0.0,0.0,0.0,-30224.61
2985,2023,QUEENS,48545.0,per Annum,98.0,2680.2,0.0,0.0,0.0
2986,2023,MANHATTAN,46693.0,per Annum,1680.0,41614.03,703.45,24981.38,7558.68
2987,2023,MANHATTAN,65945.0,per Annum,1820.0,65999.81,24.25,1427.46,10803.93
2988,2023,MANHATTAN,105994.0,per Annum,1820.0,106117.88,82.0,4880.09,3680.07
2989,2023,QUEENS,65921.0,per Annum,1820.0,65991.36,34.75,1803.76,12626.03
2990,2023,QUEENS,64232.0,per Annum,1715.0,58850.54,363.75,16603.49,6858.18
2991,2023,BROOKLYN,73029.0,per Annum,2080.0,73114.32,30.0,1574.85,3000.0
2992,2023,MANHATTAN,65921.0,per Annum,0.0,0.0,0.0,0.0,3000.0
2993,2023,BROOKLYN,47132.0,per Annum,0.0,284.79,0.0,49.5,1.31
2994,2023,MANHATTAN,50207.0,per Annum,2080.0,50069.5,89.25,3219.17,1500.0
2995,2023,BRONX,53890.0,per Annum,1820.0,55202.67,16.5,623.89,3500.23
2996,2023,MANHATTAN,68880.0,per Annum,1820.0,68963.2,941.25,54206.02,12219.24
2997,2023,MANHATTAN,73641.0,per Annum,1820.0,72207.18,369.0,20881.95,42573.03
2998,2023,BROOKLYN,100780.0,per Annum,1750.0,100900.85,74.75,4753.37,25549.35
2999,2023,BROOKLYN,52320.0,per Annum,1170.5,36311.24,0.0,60.79,655.32
3000,2023,QUEENS,107000.0,per Annum,0.0,0.0,0.0,0.0,27291.16
3001,2023,QUEENS,53848.0,per Annum,35.0,774.73,0.0,0.0,0.0
3002,2023,MANHATTAN,52280.0,per Annum,0.0,1493.21,0.0,72.1,13.13
3003,2023,BRONX,61114.0,per Annum,1750.0,63206.53,0.0,141.25,4775.34
3004,2023,QUEENS,65921.0,per Annum,1820.0,65998.3,271.75,11929.53,12374.8
3005,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,563.25,28128.64,20375.48
3006,2023,BROOKLYN,65921.0,per Annum,1820.0,65185.96,17.75,756.91,12473.24
3007,2023,QUEENS,66022.0,per Annum,1820.0,66103.17,236.5,10909.27,15377.56
3008,2023,BROOKLYN,65921.0,per Annum,1438.0,51959.94,73.25,3434.31,4012.33
3009,2023,QUEENS,55463.0,per Annum,140.0,4202.18,0.0,0.0,0.0
3010,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,25.5,1024.46,14410.56
3011,2023,BRONX,94079.0,per Annum,1820.0,94189.24,0.0,200.58,7773.75
3012,2023,MANHATTAN,60236.0,per Annum,1750.0,54158.83,193.5,7286.55,4478.85
3013,2023,BROOKLYN,60236.0,per Annum,1470.0,42655.18,61.0,2228.31,3000.0
3014,2023,MANHATTAN,65921.0,per Annum,1820.0,64511.54,149.75,7214.59,8441.66
3015,2023,BRONX,75197.0,per Annum,1820.0,74390.68,165.0,6970.48,1764.35
3016,2023,BRONX,50001.0,per Annum,1428.0,37464.95,444.25,15909.83,9504.42
3017,2023,BROOKLYN,64001.0,per Annum,574.0,30685.42,96.0,4450.98,6471.54
3018,2023,MANHATTAN,73665.0,per Annum,1820.0,73467.93,345.0,17006.19,15680.03
3019,2023,MANHATTAN,172309.0,per Annum,1820.0,171836.86,0.0,0.0,0.0
3020,2023,MANHATTAN,34834.0,per Annum,240.0,3741.08,0.0,0.0,0.0
3021,2023,MANHATTAN,63336.0,per Annum,1820.0,65650.42,73.25,2972.45,8165.64
3022,2023,MANHATTAN,54630.0,per Annum,2080.0,54697.61,5.0,228.46,6049.0
3023,2023,MANHATTAN,55985.0,per Annum,1820.0,55001.5,0.0,0.0,3000.0
3024,2023,MANHATTAN,82506.0,per Annum,836.0,36252.57,0.0,0.0,3000.0
3025,2023,QUEENS,73003.0,per Annum,2080.0,73088.13,314.98,16494.39,3016.5
3026,2023,BROOKLYN,65921.0,per Annum,1750.0,63170.62,598.75,29605.27,12548.96
3027,2023,MANHATTAN,96801.0,per Annum,1820.0,96175.01,0.0,0.0,4466.41
3028,2023,MANHATTAN,94882.0,per Annum,1820.0,85578.83,0.0,0.0,3127.89
3029,2023,MANHATTAN,64001.0,per Annum,0.0,441.6,0.0,3.98,0.28
3030,2023,MANHATTAN,81260.0,per Annum,1722.0,76673.58,0.0,0.0,4430.94
3032,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,278.25,13083.28,5212.49
3033,2023,QUEENS,60236.0,per Annum,1750.0,55378.1,0.0,1.25,3215.0
3034,2023,QUEENS,102226.0,per Annum,1820.0,101945.99,0.0,0.0,0.0
3035,2023,MANHATTAN,87865.0,per Annum,2080.0,81308.34,17.25,1088.84,21657.36
3036,2023,QUEENS,62137.0,per Annum,0.0,637.32,0.0,0.0,0.0
3037,2023,MANHATTAN,101009.0,per Annum,1820.0,93939.96,0.0,0.0,3773.77
3038,2023,MANHATTAN,54557.0,per Annum,2080.0,54621.03,926.75,37943.14,6696.31
3039,2023,BRONX,65921.0,per Annum,1820.0,65998.3,3.5,175.37,4705.21
3040,2023,MANHATTAN,69372.0,per Annum,1820.0,69181.84,0.0,0.0,2821.26
3041,2023,BRONX,67983.0,per Annum,1820.0,68061.89,0.0,0.0,3173.25
3042,2023,BRONX,60236.0,per Annum,1470.0,44880.51,306.75,13236.71,3243.06
3044,2023,BRONX,60236.0,per Annum,1470.0,44880.51,56.75,2302.69,3146.05
3045,2023,QUEENS,91339.0,per Annum,420.0,23180.35,35.25,1946.94,995.36
3046,2023,BRONX,45759.0,per Annum,0.0,0.0,0.0,0.0,33930.12
3047,2023,MANHATTAN,64001.0,per Annum,0.0,54.55,0.0,0.0,0.57
3048,2023,RICHMOND,62137.0,per Annum,0.0,1609.77,0.0,37.41,6233.81
3049,2023,MANHATTAN,62137.0,per Annum,0.0,1150.8,0.0,0.0,0.0
3050,2023,BROOKLYN,47265.0,per Annum,1820.0,47320.46,0.0,0.0,3473.78
3051,2023,BROOKLYN,152982.0,per Annum,1820.0,111988.02,82.0,5751.91,4853.87
3052,2023,MANHATTAN,62137.0,per Annum,0.0,818.28,0.0,0.0,8.61
3053,2023,MANHATTAN,93982.0,per Annum,1820.0,94094.37,0.0,9.68,4477.75
3054,2023,QUEENS,48545.0,per Annum,175.0,4614.68,0.0,0.0,43.2
3055,2023,BRONX,91456.0,per Annum,350.0,20496.69,0.0,15.83,11050.19
3056,2023,BRONX,105306.0,per Annum,1820.0,105017.38,0.0,0.0,0.0
3057,2023,MANHATTAN,115001.0,per Annum,0.0,272.96,0.0,0.0,1.53
3058,2023,QUEENS,50001.0,per Annum,98.0,2764.26,0.0,0.0,0.0
3059,2023,QUEENS,48545.0,per Annum,169.0,4072.41,4.0,106.28,0.0
3060,2023,BRONX,34834.0,per Annum,720.0,12024.9,47.5,1220.07,2975.51
3061,2023,BRONX,59334.0,per Annum,651.75,23795.28,12.0,712.38,3332.26
3062,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,136.25,7430.76,8809.72
3063,2023,BRONX,65921.0,per Annum,1820.0,65998.3,99.25,4749.06,15850.96
3064,2023,MANHATTAN,89604.0,per Annum,1400.0,67356.7,0.0,0.0,3000.0
3065,2023,BRONX,73025.0,per Annum,2080.0,73110.41,0.0,0.0,3000.0
3066,2023,MANHATTAN,88756.0,per Annum,1715.0,89188.84,0.0,8.67,7249.25
3067,2023,MANHATTAN,53890.0,per Annum,826.0,22710.59,233.75,8496.47,7964.85
3068,2023,BROOKLYN,58482.0,per Annum,-49.0,-589.08,0.0,29.66,-22.51
3069,2023,MANHATTAN,126920.0,per Annum,1148.0,76522.27,0.0,0.0,0.0
3070,2023,QUEENS,75760.0,per Annum,1400.0,51418.36,2.0,119.22,107.25
3071,2023,MANHATTAN,60545.0,per Annum,0.0,763.08,0.0,103.06,0.38
3072,2023,BROOKLYN,43495.0,per Annum,1950.0,43545.5,1239.0,39798.69,7062.22
3073,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,15.25,701.49,12018.06
3074,2023,RICHMOND,65921.0,per Annum,1820.0,65998.3,34.0,1519.53,27350.52
3075,2023,MANHATTAN,80340.0,per Annum,1141.0,50382.7,0.0,0.0,2560.73
3076,2023,MANHATTAN,91769.0,per Annum,1820.0,84815.47,0.0,54.35,14089.69
3077,2023,MANHATTAN,89718.0,per Annum,1820.0,88427.53,0.0,0.0,8029.08
3078,2023,BRONX,65559.0,per Annum,1820.0,66941.77,1133.75,61081.12,21216.42
3079,2023,QUEENS,100000.0,per Annum,1820.0,100671.62,0.0,0.0,7.15
3081,2023,BRONX,50797.0,per Annum,0.0,52.04,0.0,0.0,0.0
3082,2023,BRONX,61114.0,per Annum,1260.0,42912.89,108.75,4365.57,2105.72
3083,2023,BRONX,65921.0,per Annum,1820.0,65998.3,777.75,39891.36,13564.29
3084,2023,MANHATTAN,235224.0,per Annum,1820.0,225055.97,0.0,0.0,0.0
3085,2023,BRONX,57779.0,per Annum,1190.0,38032.8,0.0,45.1,659.49
3086,2023,MANHATTAN,61866.0,per Annum,1050.0,35594.1,0.0,0.0,0.0
3087,2023,MANHATTAN,64232.0,per Annum,1820.0,63827.97,27.0,1250.5,20021.98
3088,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,373.5,16999.91,11804.11
3089,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,241.75,12302.68,17504.33
3090,2023,QUEENS,74613.0,per Annum,1820.0,69101.06,16.0,629.78,3000.0
3091,2023,BRONX,100509.0,per Annum,1820.0,92089.21,728.25,50705.43,5241.67
3092,2023,MANHATTAN,124351.0,per Annum,1820.0,123983.38,0.0,0.0,4529.6
3093,2023,MANHATTAN,69935.0,per Annum,1820.0,70016.87,0.0,1.05,3000.0
3094,2023,BROOKLYN,47132.0,per Annum,-70.0,-1061.02,0.0,156.62,-962.66
3095,2023,BRONX,47132.0,per Annum,0.0,1.48,0.0,0.0,0.0
3096,2023,BRONX,62224.0,per Annum,1530.0,54258.68,754.0,39551.71,9770.04
3097,2023,BRONX,65921.0,per Annum,1820.0,65998.3,0.0,0.0,14522.45
3098,2023,MANHATTAN,192152.0,per Annum,1820.0,177685.25,0.0,0.0,0.0
3099,2023,BROOKLYN,50001.0,per Annum,1750.0,50502.58,204.25,7613.87,8171.67
3100,2023,MANHATTAN,88649.0,per Annum,1820.0,88752.84,437.5,27703.79,11065.44
3101,2023,MANHATTAN,66022.0,per Annum,1820.0,66103.17,393.0,20285.46,26631.88
3102,2023,BRONX,94445.0,per Annum,1820.0,94558.71,164.0,10051.31,8780.45
3103,2023,MANHATTAN,102226.0,per Annum,1820.0,101945.99,0.0,0.0,500.0
3104,2023,MANHATTAN,38606.0,per Annum,21.0,444.18,0.0,0.0,0.0
3105,2023,BROOKLYN,52280.0,per Annum,0.0,1185.37,0.0,151.03,8.02
3106,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,248.25,11109.77,11872.17
3107,2023,MANHATTAN,73003.0,per Annum,2080.0,73088.13,103.25,5460.73,3173.25
3108,2023,QUEENS,97721.0,per Annum,1820.0,97835.49,41.75,2332.6,3795.16
3109,2023,BROOKLYN,160392.0,per Annum,1820.0,143503.12,0.0,0.0,1000.0
3110,2023,MANHATTAN,58558.0,per Annum,0.0,0.0,0.0,0.0,5237.17
3111,2023,RICHMOND,65945.0,per Annum,1820.0,65999.81,34.25,1373.35,8029.09
3112,2023,QUEENS,58482.0,per Annum,1134.0,32664.69,92.5,3425.71,3040.68
3113,2023,MANHATTAN,58482.0,per Annum,0.0,1257.44,0.0,10.52,8.75
3114,2023,MANHATTAN,95720.0,per Annum,1820.0,95835.11,1.0,69.67,15342.53
3115,2023,QUEENS,48545.0,per Annum,266.75,6930.16,0.0,0.0,0.0
3116,2023,MANHATTAN,54996.0,per Annum,1428.57,43049.55,0.0,0.0,3407.54
3117,2023,MANHATTAN,91563.0,per Annum,1091.83,54778.81,0.0,0.0,4380.55
3118,2023,MANHATTAN,162000.0,per Annum,1820.0,161556.2,0.0,0.0,467.39
3119,2023,QUEENS,102905.0,per Annum,1820.0,102623.04,0.0,0.0,0.0
3120,2023,BRONX,65921.0,per Annum,1820.0,65888.69,1122.0,57695.52,13714.47
3121,2023,MANHATTAN,76671.0,per Annum,1795.75,82427.23,278.25,15004.69,9761.93
3122,2023,BROOKLYN,53848.0,per Annum,385.0,11023.18,8.25,291.05,22.39
3123,2023,BROOKLYN,56097.0,per Annum,1337.0,35831.69,508.5,19096.74,6009.3
3124,2023,MANHATTAN,72712.0,per Annum,1435.0,57063.46,49.0,2430.5,1416.14
3125,2023,MANHATTAN,57516.0,per Annum,0.0,735.4,0.0,0.0,8.23
3126,2023,BRONX,57606.0,per Annum,70.0,370.18,5.25,163.15,-475.33
3127,2023,MANHATTAN,131933.0,per Annum,1820.0,132086.53,0.0,0.0,3010.75
3128,2023,MANHATTAN,65921.0,per Annum,700.0,26600.02,0.0,0.0,7703.22
3129,2023,MANHATTAN,67983.0,per Annum,910.0,32782.67,38.5,1517.38,3021.68
3130,2023,BRONX,86096.0,per Annum,1820.0,69805.01,617.75,34945.63,9008.53
3131,2023,MANHATTAN,108618.0,per Annum,1820.0,108747.91,0.0,0.0,4477.75
3132,2023,BROOKLYN,65921.0,per Annum,1750.0,65998.3,41.0,1898.42,11683.47
3133,2023,MANHATTAN,61407.0,per Annum,1820.0,61238.84,24.75,1025.84,4349.46
3134,2023,MANHATTAN,109180.0,per Annum,1820.0,108880.98,0.0,0.0,0.0
3135,2023,MANHATTAN,62137.0,per Annum,0.0,1582.01,0.0,46.06,1.62
3136,2023,BROOKLYN,62137.0,per Annum,0.0,1096.0,0.0,37.51,0.19
3137,2023,MANHATTAN,71377.0,per Annum,0.0,1829.13,0.0,0.0,15.99
3138,2023,BRONX,54531.0,per Annum,1820.0,54315.56,2.0,59.7,0.0
3139,2023,RICHMOND,65921.0,per Annum,1820.0,65998.3,64.75,2457.64,12836.09
3140,2023,MANHATTAN,99748.0,per Annum,1743.0,95265.84,0.0,0.0,6653.99
3141,2023,BRONX,47132.0,per Annum,0.0,311.27,0.0,27.31,1.72
3142,2023,BROOKLYN,61114.0,per Annum,1820.0,58866.45,857.5,38844.5,14718.38
3143,2023,BRONX,65921.0,per Annum,1890.0,63322.68,160.75,7049.61,18549.14
3144,2023,MANHATTAN,94445.0,per Annum,1792.0,98309.02,169.0,11458.96,30017.51
3145,2023,MANHATTAN,54720.0,per Annum,0.0,0.0,0.0,0.0,3319.33
3146,2023,MANHATTAN,68106.0,per Annum,1820.0,68188.84,0.0,0.0,4477.75
3147,2023,BRONX,34834.0,per Annum,2080.0,34604.99,396.75,10122.46,10394.92
3148,2023,MANHATTAN,106950.0,per Annum,980.0,60295.73,0.0,0.0,7657.01
3149,2023,MANHATTAN,94157.0,per Annum,1820.0,94243.85,0.0,0.0,4486.0
3150,2023,BROOKLYN,109573.0,per Annum,1820.0,109272.8,0.0,0.0,0.0
3151,2023,MANHATTAN,41741.0,per Annum,1472.0,29065.76,38.0,1218.24,3506.88
3152,2023,QUEENS,83618.0,per Annum,1820.0,74813.46,128.25,6771.87,4224.6
3153,2023,MANHATTAN,145000.0,per Annum,1820.0,144602.64,0.0,0.0,0.0
3154,2023,MANHATTAN,83493.0,per Annum,420.0,18808.39,0.0,0.0,3500.0
3155,2023,MANHATTAN,65921.0,per Annum,-70.0,-2313.91,0.0,0.0,-65.01
3156,2023,BRONX,52280.0,per Annum,0.0,571.63,0.0,12.11,0.0
3157,2023,MANHATTAN,62137.0,per Annum,0.0,783.55,0.0,156.77,0.15
3158,2023,BRONX,60236.0,per Annum,1820.0,58093.0,338.0,14123.47,3265.64
3159,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,58.25,2449.39,5793.04
3160,2023,MANHATTAN,77226.0,per Annum,1820.0,72999.27,0.0,12.38,10310.97
